,address,business_id,city,latitude,longitude,name,postal_code,review_count,stars,state
50124,702 W Town Center Blvd,5bTjUBhGbild5tuzfAmIJg,Champaign,40.1432615061,-88.2547938824,Denny's,61822,51,2.0,IL
50226,602 E Daniel St,ab-SN9sTNB29QzrgjgniUQ,Champaign,40.1081191,-88.2301738,Espresso Royale,61820,39,3.0,IL
50337,,66MQdj26Vg6Gnc6KWSmhpA,Champaign,40.137625,-88.2772606,Savvy Expressions Wedding & Event Coordination,61826,3,3.5,IL
50360,2401 N Prospect Ave,XbHxWOciYlBhJOjKRQbo9g,Champaign,40.145043,-88.260306,Meijer,61821,51,3.5,IL
50409,517 W Town Center Blvd,M-RydcJSF1d-fxtmYqCk7g,Champaign,40.1412952,-88.2519518,Regency Beauty Institute Student Salons,61822,3,4.5,IL
50524,"706 W Marketview Dr, Unit A",rfoAlKhD8GW36mhuE5-68w,Champaign,40.1378972,-88.2553386,Angel Hair & Nail,61820,13,4.0,IL
50614,557 County Rd 2425 N,iphTkIeUPw3XL9FjSBN-JA,Dewey,40.2263489,-88.3541558,Staske Photography,61840,4,2.5,IL
50637,1052 S Market St,MyG0gjudtRO8o5DAKAaECg,Monticello,40.0860396,-88.5126217,Seven Petals Dog Rescue,61856,3,2.5,IL
50856,1709 S Neil St,-S1BkxguVmi2G_O6Bcoabg,Champaign,40.0949728803,-88.245852,Steak â€™n Shake,61820,44,2.5,IL
50888,1703 Woodfield Dr,dIUHCuiAlzkxfgCEOtky8w,Savoy,40.076844,-88.249369,Triptych Brewing,61874,52,4.0,IL
51097,902 W Killarney St,SJZFzBeCAZEW4u8wQsGbSw,Urbana,40.1328915,-88.2204416,Ramada by Wyndham Urbana/Champaign,61801,13,2.0,IL
51159,712 N Cunningham Ave,b-FBGE42RQQ56Wr2_O9Y5w,Urbana,40.1199262,-88.2025271,Millbern Automotive,61802,3,5.0,IL
51246,2212 N Market St,-dV63OdNI9wE87aDDUre2A,Champaign,40.141338,-88.23804,The Salvation Army Family Store & Donation Center,61822,10,3.5,IL
51249,401 S Neil St,KNe-4VJ1Iupals0RQfo-Pg,Champaign,40.11231,-88.2438556,Concord Custom Cleaners,61820,7,1.5,IL
51306,905 W Anthony Dr,eWg_XPt--3IWyMCZ_1dFlw,Champaign,40.1366661,-88.2586373,Drury Inn & Suites Champaign,61821,28,4.5,IL
51358,"505 S Mattis Ave, Ste A",QMr__UBSxcpssmqWmfbZDQ,Champaign,40.1114955,-88.2772066,Rush Tan,61821,4,4.5,IL
51475,301 W Springfield Ave,A50I9vxRr8kuhSIk9gGQQw,Urbana,40.1121825,-88.2106234,First Federal Savings Bank of Champaign-Urbana,61801,3,2.5,IL
51712,1905 W Springfield Ave,qWFucAXUHEZc7RzcLtcnag,Champaign,40.1122984,-88.2780644,Familia Dental,61821,8,2.0,IL
51837,2500 Philo Rd,ruNKGMxlL2ojNL_83jVeZQ,Urbana,40.086183,-88.187483,Angel Nails,61802,11,3.5,IL
51981,402 S Staley Rd,Lu4PK5K0PMpYpT9j1bj_dg,Champaign,40.1122601,-88.3138752,"Mattex Heating, Cooling and Plumbing",61822,7,5.0,IL
52070,309 N Market St,9pQsVUScSzreqYLU7p5oaQ,Monticello,40.0272793,-88.5731024,Hardee's,61856,6,3.0,IL
52093,1907 W Springfield Ave,KO0NilkRrWf7YKX-_87LTw,Champaign,40.112342,-88.278054,Blockbuster Video,61821,5,2.0,IL
52353,1407 S Neil St,Pj8n8jDPRdXi7RdOABJkWA,Champaign,40.0995658,-88.2443819,Amano's Pizza,61820,10,4.5,IL
52401,207 Chapin St,4l3A3qDd1jysEO2vrY0UaQ,Ivesdale,39.9450583,-88.45651,Bridget's Blarney Stone,61851,3,4.5,IL
52764,625 E Green St,xQuz-tpHwPMa-fxoqj-TuQ,Champaign,40.110084,-88.229381,Pitaya,61820,4,2.0,IL
52855,105 N Mattis Ave,MqPLqAUylBWGzdbBWx3miA,Champaign,40.1170079,-88.2785065,Sola Salon Studios - Champaign Commons,61821,3,5.0,IL
53012,,dDYUUWzjc9xOZ3QRnxg8Zw,Mahomet,40.1953106,-88.4042234,Sweet Designs,61853,4,4.0,IL
53049,30 E Anthony Dr,7B-suS0RHxqxZBBfVfiPLA,Champaign,40.135722,-88.241153,Olive Garden Italian Restaurant,61820,64,3.0,IL
53390,3006 Crossing Ct,ChjKd6HgLKmUAQnsrpDSBA,Champaign,40.0850604,-88.296262,Style and Grace Salon & Day Spa,61822,27,3.5,IL
53428,741 Broadmeadow Rd,7eLUaZwipH_uwfvv-_WafQ,Rantoul,40.3066762,-88.174452,Red Wheel Restaurant,61866,23,3.0,IL
53661,619 E Green St,xWGn7oqLOZu_00H8pZOtsQ,Champaign,40.1100841,-88.2296051,Cracked the Egg Came First,61820,102,4.0,IL
53717,1701 S Prospect Ave,fqr3dm6pSQ2P9EaO2Zb9Iw,Champaign,40.0966221,-88.2581098,Mitchem Dental,61820,5,4.0,IL
53726,1279 E Grove Ave,q_NEdDRBkRdDpbSvg8jO_A,Rantoul,40.3132921,-88.1372148,Fashion Nails,61866,3,2.5,IL
53864,108 S Lynn St,RQCwzqEgjzApDf9RY8z6hA,Urbana,40.1123256,-88.1976575,A To Z Appliance Repair,61802,8,5.0,IL
54017,"715 S Neil St, Ste A",WTu8B3igPYJlkJ2gHzrBYw,Champaign,40.1076853,-88.2436688,M Sushi & Grill,61820,38,4.5,IL
54251,1204 Bear Ln,AW_d5hMf7sI6yHrz4Ujv8w,Monticello,40.0088287873,-88.5763521865,Casa Real,61856,7,4.5,IL
54325,715 S 6th St,ZR10UCyACbB7l7UOM0iuQg,Champaign,40.1092149772,-88.2304437831,Lee's Hair Salon,61820,24,4.5,IL
54331,312 S Prospect,B1RQ-c8xcL7506kQe_MVDA,Champaign,40.1132969,-88.2574988,Beau Visage,61820,3,5.0,IL
54340,313 W Eureka St,bmvbGmK2qzYnJwKkte9FVg,Champaign,40.1252968,-88.2483421,ABC Sanitary,61820,10,2.0,IL
54428,,Lbq36N-MFtn9ozAYs1ZiCA,Chandler,33.2872209,-111.9403254,Couture Pawz,85226,8,4.5,CA
54588,"1401 N Prospect Ave, Ste 7",ybIDHTBirpNdM5Hzxjetaw,Champaign,40.1296180891,-88.2580894485,Express Jewelry Repair,61820,3,4.0,IL
54681,1401 S State St,JXrppn1wanENxgd6CVt9nA,Champaign,40.099626,-88.246989,Bella Capelli,61820,4,4.0,IL
54703,6 E Columbia Ave,m6nLTIrEJHtHSYJjVavnzw,Champaign,40.12125533,-88.2427998586,Kohinoor Indian Restaurant and Lounge,61820,166,4.5,IL
54707,520 S Tanner St,3XUH9aFxt4vU9Pzi5aBtow,Rantoul,40.3040827569,-88.1591145667,Domino's Pizza,61866,4,2.0,IL
54716,630 S 5th St,B9W60PTxn7XOZfk4BiTvyw,Champaign,40.1106891,-88.2318795,BrewLab Coffee,61820,24,5.0,IL
54967,1901 South Neil St.,liYoXFyQEfxabxC0XCejpQ,Champaign,40.0935635,-88.2457665,Jiffy Lube,61820,18,3.0,IL
55103,302 West Anthony Drive,gnGM09Wb9iOIkqqSk522NA,Champaign,40.1357092,-88.2479817,Baymont by Wyndham Champaign,61822,14,2.0,IL
55110,46 Lake St,6ipr7nnwrzf_o3MGD-8nlA,Rouses Point,44.9958866,-73.3657087,Gino's Pizza,12979,14,4.5,NY
55118,407 S Market St,AVAbiZZSbV8DB61D3AKTUw,Ogden,40.1104498019,-87.9593200807,Rick's Tractor Services,61859,3,3.5,IL
55123,"116 N Chestnut St, Ste 120",WO2nNar_wIQ3fIAfF3MM1Q,Champaign,40.116715,-88.240606,Exile on Main Street,61820,23,4.0,IL
55304,2714 W Clark Rd,_zXQ7xbalJneewxZwad4Pw,Champaign,40.117554,-88.295621,Colbert Harold R II Plumbing & Heating,61822,3,3.5,IL
55378,2149 S Neil St,1YqkSk2xorNWPOoieIMApQ,Champaign,40.087815,-88.247965,Great Harvest Bread - Champaign,61820,16,4.5,IL
55480,2501 N Prospect Ave,5jXwI9WpDxGDmzmkmE0RTg,Champaign,40.1451443,-88.2585174,Oishi,61822,122,3.0,IL
55555,101 Calvin St,ObNQVg_ohRVLex4ppmMC5w,Savoy,40.058973,-88.2532119,Sonic Drive-In,61874,13,3.5,IL
55598,100 Trade Centre Dr,SvxSoyZn0WW0c7bFLIYfMA,Champaign,40.0972098875,-88.2458299398,Baxter's American Grille,61820,52,4.0,IL
55615,61 E Springfield Ave,p59c-k_zK1MwqFJUGVvI5g,Champaign,40.1123513,-88.2390477,Gasoline Alley,61820,3,2.5,IL
55618,"1333 Savoy Plz, Ste 8",Cw0JNNdPja9CVyT6ugGMdw,Savoy,40.0704268,-88.251563,Saigon To Bangkok,61874,18,4.0,IL
56167,1401 S Neil St,NpNSOfnPxJKa8_qh83NArw,Champaign,40.0997492,-88.244739,Subway,61820,8,1.5,IL
56422,2502 Fields S Dr,Tw7yZdXV1ktAUXkNGAtTvA,Champaign,40.0818554,-88.3084213,Windsor West Apartments,61822,4,5.0,IL
56470,415 N Neil St,epvLkQNL6MOvk3s6JlTntA,Champaign,40.119807,-88.2438559,Carmon's Restaurant,61820,45,3.5,IL
56513,302 E Armory,I0-x7-ewHt-DpASCKn6LJA,Champaign,40.105685,-88.23488,Storage Squad-University of Illinois,61820,6,3.5,IL
56523,118 N 1st St,3frikpuC7Cw_C60TMtvVVg,Champaign,40.3191829,-88.346751,Emerald City Lounge,61820,24,4.0,IL
56779,109 S Walnut St,G-rm1rIaOC75TQcDhYRnYQ,Champaign,40.1157792,-88.243171,JJ's Shoe Repair,61820,21,3.5,IL
56835,24 E Green St,iX5397ez5snnQRHLflyctQ,Champaign,40.110524,-88.241673,Hair Cuttery,61820,18,3.5,IL
56853,"2860 S Philo Rd, Ste L",ODIfyx5okLpREh511Qqd4g,Urbana,40.0808719,-88.1904406,Wines At the Pines,61802,11,5.0,IL
56859,"14 E Washington, Ste C",0EWcuUX4d1MHcVdIJIX7gA,Champaign,40.119933,-88.2428274,CompleteCare Pharmacy,61820,5,5.0,IL
56926,,Bb_PglJPkHbsaHctNVYubQ,Champaign,40.1164204,-88.2433829,Let Us Get Dirty For You,,3,2.5,IL
56929,"Market Place Shopping Center, 2000 N Neil St",V-_Kh0RtKcKdQ0ON4eVQ-Q,Champaign,40.142536,-88.243055,Buca di Beppo Italian Restaurant,61820,26,3.5,IL
56948,"4372 West Point Loma Blvd, Ste A",oBEFhUe7yEH1PK25bImCWA,San Diego,36.175,-115.136389,Brooks Photography,92107,35,1.5,CA
57025,1 Airport Rd,Y2eNTpotBGboB2Q4ocG-JQ,Savoy,40.040319,-88.270362,Parkland College Institute of Aviation,61874,5,4.0,IL
57090,41 E University,h21I071qoAZgFy0eBqNhbg,Champaign,40.116024,-88.242185,Live Action Games,61820,7,3.5,IL
57093,2706 N Prospect Ave,QrU-y8wN7e-jnePTywt1Zw,Champaign,40.1482946,-88.2572487,Sprint Store By Wireless Revolution,61822,8,1.0,IL
57298,205 N Neil St,yC-i4cPTsb9zI-BKaDXnWg,Champaign,40.1176498,-88.2438746,Spritz Jewelry,61820,10,2.0,IL
57437,"312 W Springfield Ave, Ste 100",fFfmVZOVHRA_TPXVAUmj9A,Urbana,40.112391,-88.2116807,Kennedy Wilson Properties,61801,11,2.5,IL
57452,415 N Neil St,J2mmkwPiTQg3aCXP3afiJQ,Champaign,40.1194276897,-88.2438507269,Sticky Rice,61820,24,4.0,IL
57512,"611 E Green St, Ste B",cDGaMsCAx8guR1IUrxLxWA,Champaign,40.1100759,-88.229804,Pho Cafe,61820,49,4.0,IL
57583,Rose Valley,SP_tfo1VdYlrXBG_6OMZdA,Antioch,36.221598,-115.16825299999999,Tiffany's Braid Lounge,94531,11,2.5,CA
57738,1044 Rt 11,-37cHdR8Z4Qrql6b6VoB9w,Champlain,44.9814639,-73.4598546,Dunkin' Donuts,12919,3,1.0,NY
57837,403 E Green St,MPAPVFk66pplvv7rkcVfiQ,Champaign,40.110113,-88.233218,Sushi Avenue,61820,27,2.5,IL
57916,,aac42j0E_5R8bEro-JNYfA,Champaign,40.1017582,-88.2753144,Breakfast Life and Dinner,61821,11,5.0,IL
58033,119 N Walnut St,lWmDrnqgU6w3gFaJyn_1Uw,Champaign,40.1171306,-88.2426005,Radio Maria,61820,318,3.5,IL
58298,"306 Tiffany Ct, Ste E",33GdLjkOmTTEQceu0YZQ_w,Champaign,40.1149569,-88.31739,Freedom's Choice,61821,10,3.0,IL
58497,110 N Vine St,ngDI7XtTpP-E-Ttom3Gq1w,Urbana,40.1132025278,-88.2042986155,Advance Auto Parts,61802,3,3.5,IL
58594,403 W Kirby Ave,bQ8ndy52Rcdv3uYvoJWQ_w,Champaign,40.0977581,-88.2487949,Seaboat,61820,46,3.5,IL
58814,"410 East University Ave, Ste 101",Zjv2tMXDaIGd-13tgOoKAA,Champaign,40.1165621,-88.2328063,Hybrid Fit Food,61821,9,4.5,IL
58921,1737 W Kirby Ave,ezFZVzNCtPdFATNGzCumjw,Champaign,40.0973,-88.275177,Super Wok,61821,8,3.5,IL
58964,902 Meijer Dr,B2N_XO6fX0ILL9c50QuzHg,Champaign,40.1468187572,-88.259077211,Taco John's,61822,16,3.0,IL
59139,1601 N Lincoln Ave,NIhArua4-tlZZXdGuy2SRQ,Urbana,40.1287503,-88.2221716,ONE North,61801,10,2.0,IL
59189,1502 N Cunnungham Ave,NLIU2uxkEgFxzUf5sBs_aw,Urbana,40.1259149221,-88.1994501874,Urbana Boulders,61802,15,4.5,IL
59341,720 S Neil St,Yp2iXcCJeuSgRjLDEwGJWw,Champaign,40.1075195419,-88.2432775004,Sailfin Pet Shop,61820,25,4.0,IL
59676,826 Pioneer St,0HVZte6_aF1yDNeAde9u9Q,Champaign,40.1299126,-88.2557202,Orphans Treasure Box,61820,4,5.0,IL
59686,207 W Oak St,DgMJPxwVDGc0DZ8HCKsn0Q,Mahomet,40.1916202,-88.4100722,Community Tire & Fast Lube,61853,7,3.5,IL
59965,24 Columbia St,WAAYgXdq-1zdo5Je-pq3kg,Champaign,40.1213022,-88.2420491,Columbia Street Roastery By Herriott's,61820,30,4.5,IL
59975,611 W Park St,_-tOu43tXvxHI6bZoDT4rQ,Urbana,40.117892,-88.2138419,"Samineh Khosrowshahi, MD",61801,3,2.5,IL
60082,"100 Walnut St, Ste 19",M8v5TVWQu-mw6Qn3SPc1aQ,Champlain,44.9850246243,-73.4339690208,American Parcel Services,12919,3,2.5,NY
60150,1808 Round Barn Rd,OW_PProvzKUwQBBODXNUMw,Champaign,40.1115366,-88.277709,Sweet Dreams Mattress,61821,4,2.0,IL
60222,1812 Glen Park Dr,kntCn2UTklRO9EvexJ4QAw,Champaign,40.120064,-88.278677,LaVida Massage of Champaign,61821,12,3.0,IL
60368,"306 Tiffany Ct, Unit C",kVLEZfg_jAyIRI2TR08BcQ,Champaign,40.1157126,-88.3175418,Pace Pro Carpet Cleaners and Restoration,61822,10,5.0,IL
60386,1511 N Prospect Ave,g_oOjzFgqmSEAD4crxBirA,Champaign,40.131811,-88.258669,Jimmy John's,61821,12,2.5,IL
60446,124 W Main St,RWd83o4drIOE60W1meaESA,Urbana,40.1124479,-88.2084132,Mirabelle Fine Pastries,61801,100,4.0,IL
60547,708 S Goodwin Ave,SVXpyYPAuvJVKcfZ0nMKyg,Urbana,40.1066352,-88.2233814,The Canopy Club,61801,39,3.5,IL
60617,401 W Marketview Dr,HpAyrLdwBeKu8EkxWWR7bQ,Champaign,40.136926,-88.2491225,Sullivan-Parkhill Volvo,61822,3,3.5,IL
60629,510 E John St,ky0cUgRt1Bye3cxgxXpgYA,Champaign,40.109335,-88.23084,Fire Station Pizza and Pub,61820,13,2.0,IL
60762,129 W Main St,MQz2biEmSaTCoS9dOkOCjQ,Urbana,40.1121637,-88.2085744,"Frederick & Hagle, Attorneys At Law",61801,3,5.0,IL
60775,2801 N Willow Rd,Q9rmRDT78gf1tb0WBDTr9Q,Urbana,40.142559,-88.2015909,Republic Services,61802,9,1.5,IL
60812,3602 N Mattis Ave,O1Sp0pDa8wmMfOC-FUGZFQ,Champaign,40.1585488,-88.2762061,Dairy Queen,61822,14,2.0,IL
60813,308 E Green St,MV2sYTXcBz7bH4a960ac7w,Champaign,40.1105469,-88.234234,IHOP,61820,13,2.5,IL
60911,320 E Champaign St,6OpLHgun6qHmrX1JmHL4zQ,Rantoul,40.3081995,-88.155194,Monical's Pizza,61866,14,3.0,IL
60932,"115 W Main St, 2nd Fl",KNwea7nNzFbWBInIqtjevg,Urbana,40.1122506,-88.2080393,Living Yoga Center,61801,4,4.5,IL
60961,523 W Town Center Blvd,aqTdhZDTSjA42_Uh2E6V7A,Champaign,40.1421947,-88.2516073,Taco Loco,61822,30,4.0,IL
61010,"1901 N Lincoln Ave, Apt 110",sgARnbs4AMxsCTybMFi8Rg,Urbana,40.129941,-88.2201183,Capstone Quarters,61801,4,2.0,IL
61072,720 W Champaign Ave,Xoahafjr-Hz9zLrodYvDBA,Rantoul,40.3086275,-88.1734807,Burger King,61866,15,1.5,IL
61159,2911 W Springfield Ave,4LXNVWV_Yp8HbkikmRQ2gg,Champaign,40.112693,-88.2949559,Yuko Hair Salon,61821,18,4.0,IL
61261,401 S 1st St,0aA5l11oXes0aS6mkN5lMQ,Champaign,40.1128063,-88.2391787,Szechuan China,61820,43,2.5,IL
61279,1401 E Washington St,-ViwF2TdQ7B2N8jy_ykC5Q,Urbana,40.1054213,-88.1925039,Silver Bullet Bar,61802,5,3.5,IL
61424,,i6LBqkMIFA-u5_vwPcoQww,Mahomet,40.1953106,-88.4042234,Frazier's Appliance Repair,61853,3,4.5,IL
61585,419 N Neil St,u4D2VypIx3nMsRRbOwx-sA,Champaign,40.119931,-88.243878,Bentley's Pub,61820,20,4.0,IL
61690,"2000 N Neil St, Ste 170",ePjwt-5ot1BG-KozlXAt5w,Champaign,40.14255,-88.242771,Lucky Puppy,61820,3,1.0,IL
61718,2106 W Springfield Ave,hD2MtmnZ20q_PCpEMcwghA,Champaign,40.1131684,-88.2840573,"Kathy Eaton, DDS",61821,3,3.5,IL
61821,1914 Round Barn Rd,kZB-BzSGXns0yrQt_QkzYA,Champaign,40.1119442,-88.2786935,McVicker Martial Arts,61821,7,5.0,IL
62037,209 S Broadway Ave,G_ly5CisletsxEoJImPBhw,Urbana,40.111028,-88.207883,Historic Lincoln Hotel,61801,5,2.0,IL
62063,1501 S Neil St,Icj9QzQxqvzOmPm_liAq1Q,Champaign,40.0991265,-88.2462073,Hilton Garden Inn,61820,36,3.5,IL
62194,303 E Green St,iXhNbqH2oh2MBpXGeqwEVA,Champaign,40.109843,-88.2349213,Campus Property Management,61820,28,1.5,IL
62239,217 N Neil St,CcDdWX48wSLD5L9hGi7A8g,Champaign,40.11798,-88.244055,Hyatt Place Champaign/Urbana,61820,34,4.0,IL
62258,S Lincoln Ave & W Florida Ave,pilPpu6CBnGCHPXHDnp5cg,Urbana,40.098168,-88.2191139,University Of Illinois Arboretum,61801,19,4.5,IL
62289,320 N Neil St,z2s_fuJZzaSNgL3XW8fclQ,Champaign,40.118654,-88.2428287,Soma Ultralounge,61821,21,3.0,IL
62421,202 E University,-865Ps6xb3h1LP67JcQ3mA,Urbana,40.1167919,-88.205811,Rainbow Garden,61801,36,3.0,IL
62506,202 N Race St,4i1AM_8rL1M2nd9xTpE1kg,Urbana,40.1135571,-88.2089404,The Morning Cup & More,61801,7,4.0,IL
62598,1705 S Prospect Ave,DjDcRTH09r1Yma6qd0om0Q,Champaign,40.0959706657,-88.257621411,Art Mart,61820,19,4.5,IL
62637,"206 N Randolph St, Ste 411",fXn1STPwhd8KnVVt_dGPNA,Champaign,40.1180265,-88.2449774,Acupuncture & Chinese Herb Center,61820,5,5.0,IL
63048,2907 W Springfield Ave,TOd2b75ZS2Czf9ywzHr_iQ,Champaign,40.113269,-88.293677,Allure Salon,61821,12,3.0,IL
63267,1706 State St,MQ-xcuUXXBYvrXzy7BmOFw,Champaign,40.095434,-88.246253,Hooters,61820,31,2.5,IL
63391,602 Ashford Ct,ediINKecrx7xDpD_rh0LmQ,Champaign,40.1102183,-88.3092377,KleenRite,61822,5,5.0,IL
63634,2032 N Prospect Ave,vQmQMU3qbo1yZf5A2NoAyQ,Champaign,40.1411153689,-88.2553020061,America's Best Contacts & Eyeglasses,61822,3,3.0,IL
63655,100 S High Cross Rd,ladygnq1uvjC60Wuw3ocWQ,Urbana,40.1117357,-88.159347,Walmart,61802,4,1.5,IL
63777,913 Crescent Dr,lOwupzLBQ82_RkFCLDsr2w,Champaign,40.1061851,-88.2824583,Centennial High School,61821,3,1.5,IL
63792,104 W Tomaras Ave,W62GDd3OCQKXoifPHjaTag,Savoy,40.0628465,-88.2506435,Essential Healing Therapeutic Massage & Bodywork,61874,11,5.0,IL
63921,616 E Green St,cFp-Kr831uIA3F6o5aeV2Q,Champaign,40.1102406,-88.2290836,Sliders,61820,12,2.0,IL
64007,401 E Green St,OC5BqhpPhnJJr7IXLsXIbg,Champaign,40.1102514,-88.2335202,Papa D's Bar & Grill,61820,5,2.5,IL
64012,809 S Wright St,Juvp9Dkg4k4hpxUsSd1sUA,Champaign,40.108267,-88.2292304,Illini Union Bookstore,61820,7,3.0,IL
64269,120 S Race St,Zc3hqSZHkuELzpyRmv6nrQ,Urbana,40.1117245259,-88.2088422693,Iron Post,61801,19,3.5,IL
64306,"2012 Tin Cup Rd, Ste B",0eTpZzdjkPdz8HBxlljdGw,Mahomet,40.1972255,-88.366312,Filippo's Pizza and Italian Food of Mahomet,61853,23,3.5,IL
64407,810 W Killarney St,2wNI-81CncuC21xr92anTA,Urbana,40.1329664,-88.2188183,Urbana Garden Family Restaurant,61801,53,3.5,IL
64516,1610 S Neil St,xai1k-n5vVh8xHT5MCkejw,Champaign,40.0967243592,-88.2446409195,AAA Champaign,61820,3,3.0,IL
64675,1903 N Neil St,348w-oczUpMY3LN2J6vW5A,Champaign,40.122052777,-88.2437539673,Vapors,61820,4,2.0,IL
64765,10 E Green St,ZYjxr9aBdbUuZ0xjpMmUpQ,Champaign,40.110526,-88.242771,Cost Cutters,61820,15,4.0,IL
64770,"702 Bloomington Rd, Ste 104",WIj7xmN8G7HUgrVUKBo8eA,Champaign,40.1164204,-88.2433829,Bud's Tree Care,61822,9,3.5,IL
64943,2501 Village Green Pl,JoHDOuZ1BnFi63PgC_zYeQ,Champaign,40.081760817,-88.2961581481,Amaravati  Indian Royal Cuisine,61822,29,3.5,IL
64977,608 W Champaign Ave,wKcRjDze6tozbC0kNSruYQ,Rantoul,40.3087609,-88.169645,Acre Hill Veterinary Clinic,61866,3,1.0,IL
65001,24 Marshall St,tcf_IMRTRIGthlGVtdJLzg,Champaign,40.113644,-88.24076,Joe's Automotive Repair,61820,5,1.5,IL
65262,,9_SqmNEvz6nT-CSNTUVOig,Philo,40.0069761,-88.1580999,Chris's Service,61864,12,3.0,IL
65363,2111 N Willow Rd,3Sstn_TJAopMb6StUy09ow,Urbana,40.134198,-88.201062,Faith Church of Urbana,61801,4,4.0,IL
65368,1707 N Cunningham Ave,xJyzXnVaF21q4CHa0gVhvA,Urbana,40.1291449,-88.1989057,Ron's Truck & Auto Repair,61802,5,4.5,IL
65618,"616 E Green St, Ste F",BM1_iNKkC1tbda-29O99JA,Champaign,40.1104330938,-88.2298254767,Campus Mobile Solutions,61820,19,4.5,IL
65658,707 W Bridge St,yxA93kcBmb_51wOx_iZssA,Monticello,40.0283051526,-88.5783341407,Monical's Pizza,61856,6,1.5,IL
65711,101 E University Ave,wYp3Xog0giOX5CFAv1pZtA,Champaign,40.116032,-88.238533,Dallas & Co Costumes & Magic,61820,10,4.5,IL
65721,109 N Mattis Ave,UITomlnpbixMcYNXsVV9Rg,Champaign,40.1173949,-88.278853,Schnucks Champaign Pharmacy,61821,22,3.5,IL
65737,619 N Country Fair Dr,fQg2n9yAt43dQjyOioOwDQ,Champaign,40.1223766874,-88.2818687885,Country Fair,61822,3,3.5,IL
65771,"301 N Neil St, Ste 400",FCbOiZd5nZJA0QFJL9uRrQ,Champaign,40.118742,-88.2443626,King Law Offices PC,61820,3,4.0,IL
65813,711 S Wright St,XrFF2f26Lc9uNu0gVc7PvQ,Champaign,40.1098869,-88.2292114,Te Shurt,61820,10,4.0,IL
65860,326 S Century Blvd,L4WXLHf2p_qoLgiPwzTSgA,Rantoul,40.3069831,-88.1562179,Hardee's,61866,11,1.5,IL
66053,220 N Broadway Ave,1uWQHvSL7-7rsRuHaZhM_A,Urbana,40.1143893,-88.2058657,Save-A-Lot,61801,4,2.0,IL
66132,702 N Country Fair Dr,AE_q1IxLxwDeU0LdTnXxtg,Champaign,40.1227643,-88.2809764,Norris Tire & Auto Center,61821,21,4.5,IL
66342,2920 Crossing Ct,7ATGF_w2-cmacDY0NC8vKw,Champaign,40.084968,-88.294736,"Christopher N Jordan, DDS MSD PC",61822,3,3.5,IL
66430,"2000 North Neil St, Suite 240",pR2rOXAExYQ5P-EQq2akug,Champaign,40.1427776,-88.243865,Simply Mac,61820,26,2.0,IL
66492,"509 E Green St, Ste 1",Hbr3byTorUS-k948IWpYKg,Champaign,40.110053,-88.2308539,Blink Mobile,61820,3,5.0,IL
66720,1105 N Dunlap Ave,cF0WRk04GfH3iwvwQeXSdA,Savoy,40.0688656,-88.2491946,SportsVet Animal Medical Center,61874,16,4.0,IL
66896,619 E Green St,BoTQepQTjGbTXA4g4Hj-WA,Champaign,40.1100646,-88.2296092,Antonio's Pizza,61820,78,4.0,IL
66964,104 S Lombard St,REpKWYvpkE0O27AMf1iNIg,Mahomet,40.193398,-88.39988,YoYo's,61853,9,4.5,IL
67017,1007 W University Ave,lrrUyxzlvqp-niBEj6_6dg,Urbana,40.1161419,-88.2216497,Niro's Gyros,61801,51,3.5,IL
67119,"801 W Bradley Ave, Ste 6",WItyyrbIhqfOGT0URG7tUw,Champaign,40.1270182,-88.2552062,Neves Group Property Management,61820,7,1.5,IL
67483,1109 S Lincoln Ave,-M7gHL2kShmPBqMif9_C9w,Urbana,40.1028397032,-88.2197973461,McKinley Health Center,61801,13,2.5,IL
67551,1005 W Gregory Dr,ImsH-N-I-I6yxATvNPSzUg,Urbana,40.1041097,-88.2208505,Allen Hall,61803,3,3.5,IL
67588,"2002 Glenn Park Dr, Ste B",MHgcgssjaDa8OJQk0i_iHQ,Champaign,40.1196601,-88.2780517,American Freight Furniture and Mattress,61821,8,2.5,IL
68030,1906 N Cunningham Ave,V0NFkyg9EZ6_qT7TKFVN_A,Urbana,40.13052,-88.1963107,Motel 6,61802,17,1.5,IL
68053,1102 W University Ave,w9h-pTp1K6JMos-xzl3Wyw,Urbana,40.1166669,-88.2226294,Hot Wok Express,61801,25,3.0,IL
68083,"313 N Mattis Ave, Ste 114",BVo0xfb8_ppb9DqRBbRS1g,Champaign,40.1189933,-88.2775185,FastSigns,61821,3,5.0,IL
68298,1914 Glen Park Dr,4jB9-c7gs6YPIAYcWQpaHg,Champaign,40.1196855603,-88.2792147123,Value Check,61821,4,2.0,IL
68354,71 E University Ave,yxGZqYgdnuyMzmP63j1Z9g,Champaign,40.116041,-88.23916,Corson Music,61820,3,3.5,IL
68381,2521 Village Green Pl,PmVxbit6HDDsEUS-j9aDfg,Champaign,40.081322,-88.296709,Billy Barooz Bar & Grill,61822,79,3.5,IL
68384,208 W Main St,5ie-dY4FWa_w7MkU01YvzQ,Urbana,40.112655,-88.2093142,Cafeteria & Company,61801,9,3.0,IL
68531,"907 W Marketview Dr, Ste 14",un_vCJlJHkd4g5PrAxPJhg,Champaign,40.137821,-88.2603807,All Star Nails,61822,10,2.5,IL
